neighbourhood_group_encoded,neighbourhood_encoded,room_type_encoded,price_category,minimum_nights,number_of_reviews
0,3,1,high,1,0
0,3,0,high,1,230
2,123,1,low,4,101
0,119,1,low,2,8
2,124,0,medium,30,154
0,187,1,low,28,69
0,206,0,high,10,3
2,12,0,medium,14,3
2,166,1,medium,4,12
0,17,0,medium,5,13
2,158,0,medium,2,10
2,116,0,low,15,5
3,151,1,low,1,144
2,124,0,medium,5,10
0,122,0,medium,7,0
2,18,0,medium,2,17
0,16,0,low,30,57
0,16,0,low,30,70
0,16,0,low,30,62
0,16,0,medium,6,17
0,44,1,low,1,439
0,108,1,low,4,48
0,77,0,medium,3,134
2,99,0,medium,6,2
0,208,0,high,3,16
2,45,0,high,2,31
2,124,0,medium,30,36
3,59,1,low,3,1
2,124,0,high,2,338
0,17,1,low,3,117
0,3,0,medium,1,261
0,122,0,low,30,32
2,45,1,medium,2,112
2,12,1,low,2,22
0,121,0,high,2,319
2,124,0,medium,7,69
2,211,0,high,4,10
2,49,0,high,2,24
2,26,0,medium,30,3
2,13,1,medium,31,17
2,124,0,high,7,13
2,18,0,low,2,58
0,16,0,medium,2,62
2,124,0,high,3,203
2,18,1,low,2,33
0,190,1,low,3,47
2,99,1,high,5,0
0,218,0,low,14,30
2,107,0,low,3,2
2,158,1,medium,2,121
2,107,0,high,3,27
0,17,0,medium,3,24
0,193,0,medium,5,22
0,193,0,medium,2,162
2,13,0,high,1,66
2,4,1,low,7,0
0,78,0,high,2,63
3,152,1,low,1,219
2,45,0,medium,4,2
2,109,0,high,3,12
2,13,1,low,2,35
2,124,1,medium,1,124
1,112,1,low,7,2
2,95,0,medium,4,63
0,16,0,high,4,162
2,12,1,low,3,103
0,17,0,high,7,0
0,44,1,low,30,185
2,124,1,low,4,219
0,17,1,low,1,280
0,208,2,low,1,61
2,166,1,low,1,184
2,109,0,high,3,116
4,86,1,low,2,11
0,78,0,medium,3,9
2,12,0,medium,5,4
2,124,0,medium,2,15
0,114,0,medium,4,22
0,56,0,medium,3,18
2,158,0,high,3,56
0,17,0,medium,4,2
0,3,0,medium,3,57
0,16,0,medium,4,13
0,84,1,low,1,1
2,116,1,low,2,37
0,16,1,low,5,451
3,42,0,medium,30,24
0,16,0,medium,7,19
1,72,1,low,3,190
2,12,1,low,2,46
2,79,0,high,1,169
0,17,0,medium,2,165
0,77,0,medium,3,2
2,124,0,low,3,1
2,116,0,medium,5,3
0,16,0,medium,1,15
2,135,0,high,3,60
2,123,0,high,2,320
3,151,0,high,2,182
2,158,0,medium,30,1
2,46,0,high,2,134
2,12,0,medium,10,10
2,116,0,medium,30,0
0,208,0,high,1,60
2,45,0,low,30,5
0,208,0,medium,5,9
2,124,0,medium,3,1
2,74,0,low,10,33
2,124,1,low,1,10
3,54,0,low,30,3
0,84,1,low,3,10
2,12,0,high,30,62
0,44,0,low,4,266
3,167,1,low,2,251
2,211,0,medium,14,3
0,44,1,medium,7,8
2,109,1,medium,4,5
2,124,1,low,4,160
3,14,0,low,5,5
0,208,1,medium,2,183
2,109,0,high,5,19
0,16,0,medium,3,141
0,208,0,medium,6,42
1,174,0,high,3,119
2,82,0,high,7,20
0,66,0,medium,5,5
0,190,1,low,2,16
2,158,1,low,2,0
0,44,0,medium,2,24
0,118,0,high,3,26
0,84,1,low,30,3
0,84,0,medium,2,0
2,18,1,low,10,5
0,17,0,high,4,2
0,44,0,high,3,194
0,17,1,low,14,88
2,123,0,high,5,2
3,42,1,medium,30,304
2,124,0,high,2,11
0,56,0,medium,30,19
2,166,0,low,7,23
0,56,1,high,5,103
2,124,0,high,7,82
0,66,0,high,30,92
0,16,0,low,30,66
2,12,0,medium,3,18
0,208,0,high,4,153
0,208,0,high,6,6
2,158,1,low,7,43
0,17,0,medium,3,36
2,116,1,low,10,19
0,16,0,medium,2,160
3,42,0,medium,3,74
0,83,0,medium,1,47
0,122,0,high,2,43
0,44,0,medium,1,102
0,48,1,low,6,18
2,124,0,medium,4,33
0,16,0,low,30,60
0,122,0,medium,3,22
3,54,0,medium,5,107
2,18,0,medium,14,0
0,56,1,low,4,87
0,84,0,medium,10,16
2,211,1,high,3,2
2,166,1,low,4,19
3,128,1,low,1,474
2,135,0,medium,4,5
0,111,0,high,2,63
2,79,0,low,3,0
2,211,0,medium,3,28
2,82,1,medium,1,0
0,16,0,low,2,5
0,84,0,medium,4,16
2,49,1,low,20,6
0,17,0,high,3,25
0,208,0,high,3,15
0,3,0,high,1,45
2,123,0,medium,1,215
0,44,0,high,3,33
2,158,0,medium,2,46
0,53,0,medium,10,25
2,107,1,medium,2,23
2,13,0,high,2,57
0,16,1,low,6,80
2,82,0,medium,11,22
2,82,0,medium,5,40
0,16,0,high,3,85
2,99,0,low,4,1
0,114,0,medium,14,29
0,56,0,medium,5,1
0,17,0,low,30,23
0,208,1,medium,2,42
0,122,0,medium,1,195
0,17,2,low,2,158
2,12,1,low,2,1
0,16,1,medium,1,115
2,12,0,low,4,42
2,12,0,medium,5,3
2,116,0,medium,90,32
2,116,0,medium,370,6
0,16,0,medium,2,214
2,45,0,medium,2,11
2,123,0,medium,2,221
2,123,1,low,1,123
0,44,1,low,1,132
2,12,1,low,30,41
2,150,0,medium,4,104
0,17,0,medium,30,18
2,124,1,medium,2,143
0,44,1,high,28,4
0,122,0,medium,3,25
0,17,0,medium,4,4
3,205,0,low,45,198
0,16,0,medium,5,6
2,123,1,low,7,10
0,193,1,low,19,30
2,107,0,medium,2,4
2,109,1,low,2,201
0,190,1,low,2,51
2,211,0,medium,30,63
2,82,1,medium,2,28
3,36,0,low,1,55
2,82,1,low,5,1
3,42,1,low,40,23
2,99,0,medium,4,61
0,16,0,medium,60,5
0,122,1,medium,2,67
0,56,0,high,30,110
2,123,0,medium,2,160
2,82,0,medium,3,102
2,123,1,low,2,5
2,124,1,low,5,1
0,114,0,high,7,34
2,124,0,high,30,6
2,52,1,low,1,61
0,78,0,medium,60,11
2,124,0,high,30,1
0,44,1,low,5,46
0,78,1,medium,1,132
0,206,1,high,1,62
2,135,0,medium,10,8
2,12,0,medium,3,16
2,12,1,low,2,19
3,54,0,low,2,17
0,84,0,medium,7,12
0,69,0,medium,1,321
0,53,1,low,4,160
0,53,1,low,4,142
0,114,0,high,1,5
0,208,0,high,6,61
0,56,0,high,7,0
2,124,1,low,3,5
0,83,1,low,30,36
2,135,0,medium,1,109
3,59,1,medium,3,28
2,107,0,medium,4,14
2,124,0,high,2,250
0,17,0,medium,4,12
2,211,0,medium,2,20
2,124,0,medium,14,27
2,158,1,medium,2,73
2,46,0,medium,3,2
2,82,0,medium,5,38
2,158,0,high,14,5
3,19,1,low,3,0
2,107,1,low,3,31
0,84,0,high,2,17
0,122,0,high,3,35
2,13,0,high,30,63
0,190,0,medium,7,149
0,17,1,medium,20,107
2,158,0,medium,5,7
3,5,0,low,3,48
2,116,0,medium,3,54
2,116,0,high,31,17
2,13,0,medium,2,103
0,16,0,medium,3,243
3,19,1,low,3,0
0,17,1,medium,3,93
0,44,0,low,2,54
0,206,0,medium,30,2
2,216,1,low,28,88
2,124,0,low,30,15
2,124,0,high,3,25
2,123,0,medium,3,0
2,158,0,high,4,11
2,124,1,low,30,17
2,12,1,low,3,5
3,42,0,medium,14,0
0,122,1,low,2,28
2,123,1,low,2,0
0,218,0,medium,30,0
0,77,0,low,30,8
0,44,0,medium,2,15
2,124,0,high,3,2
2,166,0,medium,4,40
0,16,0,medium,7,57
2,124,0,medium,3,0
0,44,0,medium,14,6
0,122,0,medium,4,57
2,45,0,medium,3,22
0,55,0,low,8,6
0,16,0,medium,1,17
2,124,1,low,2,14
0,84,1,low,1,160
2,12,0,medium,2,85
3,151,1,low,1,165
0,78,2,medium,2,13
0,17,0,high,30,44
0,56,0,high,4,51
2,124,0,medium,2,179
2,49,1,low,2,206
0,114,0,medium,5,4
2,116,1,low,14,2
3,59,1,low,3,1
0,66,0,medium,4,2
2,123,0,medium,5,3
0,17,1,low,2,19
4,24,0,high,3,59
0,16,0,high,6,1
0,114,0,high,5,1
2,110,1,medium,3,254
0,190,1,low,2,129
0,122,0,high,30,11
2,12,0,medium,20,32
0,17,0,medium,5,8
0,53,1,low,2,261
2,124,1,high,2,3
4,61,1,low,2,23
0,44,0,high,5,108
0,44,1,low,3,9
0,122,1,medium,2,248
3,42,1,low,4,107
0,218,1,medium,3,41
0,66,0,high,4,43
0,44,1,medium,3,39
2,12,2,low,4,31
2,124,1,low,6,6
2,158,0,medium,3,18
0,199,0,high,20,29
0,16,0,medium,1,11
0,55,1,low,4,161
2,124,0,medium,1,39
0,208,0,medium,365,0
2,123,0,low,7,2
0,78,0,high,5,59
0,55,1,medium,1,323
2,211,0,high,3,56
0,218,0,low,30,3
0,77,0,medium,30,2
0,122,0,low,30,2
0,77,0,low,30,3
0,17,0,low,30,1
0,17,0,high,3,58
0,16,0,low,3,10
0,122,0,medium,2,83
0,193,0,medium,4,12
2,123,0,low,3,1
0,218,0,high,7,10
2,74,1,low,1,48
0,114,0,medium,16,5
2,4,0,high,3,15
0,84,1,low,1,347
0,17,0,medium,1,108
2,12,0,low,3,163
0,55,0,medium,3,182
0,190,1,medium,1,37
3,54,1,low,1,30
2,124,1,medium,60,3
0,122,0,low,3,46
2,124,0,medium,2,211
0,17,1,medium,1,93
0,208,0,high,2,10
0,77,0,high,4,72
0,17,0,high,30,59
0,122,0,high,2,18
0,16,1,low,5,6
2,124,0,medium,31,15
2,124,0,medium,4,78
0,208,0,high,3,17
2,79,0,medium,4,15
0,53,1,low,7,1
2,116,1,low,5,69
2,13,0,medium,31,114
0,190,1,medium,3,161
2,116,1,low,5,70
2,123,1,low,3,0
0,84,0,medium,2,46
2,45,0,high,5,19
2,12,0,low,3,162
2,172,1,high,2,70
3,54,1,low,14,11
0,114,1,low,2,2
0,77,1,low,5,39
3,80,1,low,2,56
3,205,0,low,3,1
3,42,1,medium,2,35
0,3,1,medium,5,32
3,54,1,low,2,1
0,44,0,medium,21,12
0,17,1,low,2,211
4,188,1,low,2,48
2,37,0,low,2,219
0,190,1,low,3,218
0,208,0,medium,6,40
0,114,0,medium,14,37
3,151,1,low,20,28
0,44,1,low,3,66
0,69,0,medium,30,43
0,69,0,medium,30,9
2,81,1,low,3,13
0,84,1,high,1,60
2,211,0,high,4,19
3,152,1,low,1,296
0,17,1,medium,1,96
2,109,0,medium,2,77
2,45,0,high,1,115
2,124,0,medium,1,294
2,123,0,medium,3,66
2,124,0,medium,7,4
0,16,0,low,3,39
2,107,0,high,4,173
2,116,1,low,2,295
2,124,0,high,4,62
2,116,1,low,2,138
0,17,0,medium,30,27
0,16,0,medium,30,96
2,45,0,medium,2,119
2,12,1,low,5,8
0,16,0,low,30,100
2,107,0,medium,5,1
0,17,0,medium,3,89
0,122,1,low,2,176
0,218,1,medium,4,31
2,12,0,low,4,239
0,53,0,low,2,79
0,66,1,low,10,13
0,208,1,low,14,11
0,114,0,high,80,5
2,110,1,low,2,13
2,158,1,low,4,190
2,124,0,high,1,404
0,78,0,high,2,27
2,12,0,medium,4,79
2,45,1,low,2,14
2,124,1,medium,3,32
2,107,0,medium,3,76
0,17,0,high,1,7
0,16,0,medium,7,11
2,166,1,low,5,18
3,167,0,medium,3,60
4,125,1,low,30,59
2,18,0,medium,15,22
2,124,1,low,3,2
0,16,0,high,7,104
0,44,0,high,3,6
0,17,1,medium,3,326
3,165,1,low,28,55
2,202,1,medium,3,0
0,3,0,medium,5,56
2,82,0,high,3,51
0,208,0,high,5,7
0,16,0,high,5,86
4,125,1,low,30,36
2,99,1,high,2,75
2,211,0,medium,1,363
2,124,1,low,2,146
3,167,0,medium,3,51
3,167,0,medium,3,55
2,12,1,low,5,1
0,114,0,high,3,29
2,124,1,low,14,30
1,112,1,low,2,169
2,45,0,low,4,1
2,124,1,medium,2,8
2,123,0,medium,3,12
0,44,1,low,3,19
2,123,0,medium,5,9
0,17,1,medium,1,5
0,44,0,medium,5,17
0,16,0,medium,4,70
2,123,1,low,7,0
0,44,0,high,1,1
2,12,1,low,5,1
0,17,0,medium,3,17
0,84,0,high,2,59
0,3,0,medium,5,62
0,44,1,low,10,6
0,118,0,high,2,33
2,123,0,medium,2,158
2,123,0,low,4,8
2,124,1,medium,2,129
3,42,0,high,6,1
2,82,0,medium,3,50
2,82,0,medium,3,116
2,124,1,low,6,89
2,135,0,medium,1,17
2,124,1,low,2,164
0,44,1,low,7,67
0,44,1,low,1,135
0,122,0,medium,30,3
2,202,1,low,1,139
0,114,0,high,2,23
2,18,1,low,3,51
0,84,0,high,3,203
2,124,1,low,2,164
0,208,0,medium,1,6
0,44,1,low,1,327
0,218,0,medium,7,10
0,17,0,medium,181,82
0,16,0,high,2,111
0,16,0,medium,7,6
2,82,1,low,5,35
0,16,1,low,26,57
2,124,2,medium,2,80
4,33,0,high,4,1
0,17,0,medium,30,4
0,17,0,medium,30,8
3,151,1,low,7,39
2,116,1,low,2,27
0,77,0,medium,30,3
0,206,0,high,14,10
0,16,0,medium,2,1
2,95,0,low,30,21
0,114,0,high,1,237
0,206,0,high,2,20
0,53,1,low,7,2
0,66,0,medium,7,66
0,187,0,medium,2,7
2,45,0,medium,1,273
2,172,1,low,5,60
0,66,0,medium,28,19
0,44,0,medium,1,2
0,218,0,medium,7,83
0,48,0,medium,3,219
0,44,1,low,3,0
2,107,1,medium,3,270
0,208,1,medium,5,18
0,55,1,medium,4,132
2,124,0,high,3,151
2,12,0,low,1,3
2,123,1,low,2,167
0,16,0,medium,4,213
3,128,2,medium,5,2
2,211,0,high,3,12
0,17,1,low,1,353
2,124,0,medium,3,3
2,79,0,medium,1,3
2,107,0,high,10,4
2,12,1,medium,1,113
0,56,0,high,4,11
3,42,0,low,3,17
0,193,0,high,3,46
2,49,0,medium,21,52
0,78,0,high,10,10
0,16,1,low,5,64
2,12,0,medium,3,104
0,17,1,low,4,75
2,12,0,medium,5,227
3,151,1,low,30,13
1,112,0,low,2,189
0,56,0,medium,14,1
2,116,1,low,3,10
2,158,0,high,3,61
0,218,0,medium,4,3
2,211,0,medium,2,27
2,12,0,medium,7,1
2,211,1,low,4,32
0,218,0,medium,6,22
0,84,0,medium,5,63
3,42,0,medium,5,15
3,42,1,low,2,72
2,116,1,medium,2,58
0,17,0,high,3,9
2,79,1,low,3,169
2,124,1,low,3,2
2,79,1,low,3,66
0,190,0,low,4,24
3,205,0,high,3,1
2,123,0,low,8,108
2,124,2,low,3,19
2,124,1,medium,2,91
3,153,0,high,2,67
2,177,0,medium,13,64
2,124,0,medium,90,4
0,122,0,low,1,0
3,42,1,low,80,3
2,116,1,low,2,77
2,124,0,medium,1,41
0,208,0,medium,7,2
2,124,0,high,3,4
0,83,1,low,30,1
0,16,1,medium,7,1
2,124,0,high,2,302
0,118,0,medium,1,1
0,17,0,medium,29,3
2,158,0,medium,3,13
3,205,0,high,28,0
0,122,0,medium,3,276
0,190,0,medium,3,22
1,112,1,low,1,187
2,12,2,high,1,0
2,45,1,low,10,1
0,84,1,low,2,138
3,128,1,low,2,31
0,114,2,high,2,13
0,16,1,low,4,12
0,44,0,high,4,97
3,151,1,low,1,153
2,124,0,high,5,72
2,124,0,high,2,72
2,79,0,medium,5,52
2,12,1,low,1,28
0,17,1,medium,3,2
0,114,0,medium,30,18
0,17,0,high,2,8
0,121,0,high,3,3
2,45,0,medium,7,4
1,87,1,low,3,86
2,12,0,medium,5,7
0,114,0,medium,2,68
0,114,0,medium,2,185
0,3,1,low,7,48
3,151,1,low,1,148
2,124,0,medium,2,8
2,12,0,medium,2,67
0,114,1,medium,1,148
2,124,1,medium,20,1
0,3,0,high,25,1
0,83,1,low,2,211
0,16,0,medium,5,18
2,166,1,low,1,168
0,44,0,high,1,50
0,44,0,medium,7,11
2,124,0,medium,3,121
0,114,0,high,1,108
2,158,0,medium,4,10
0,66,1,low,7,46
0,114,0,medium,2,34
0,44,1,low,2,25
0,17,0,high,10,11
0,83,1,low,3,0
0,16,0,high,9,2
1,146,0,low,1,25
0,84,0,medium,2,4
0,3,0,medium,2,260
2,124,0,high,1,0
0,44,1,low,1,52
0,17,0,high,30,48
2,12,1,low,14,12
0,56,0,high,6,23
2,49,0,medium,265,20
2,49,0,high,300,13
0,17,0,high,6,13
0,53,1,low,2,93
0,208,0,high,7,3
2,166,1,low,3,62
0,16,1,low,26,58
3,205,1,low,1,0
0,84,0,medium,14,7
2,116,0,medium,4,12
0,84,0,medium,25,1
2,109,1,low,5,5
2,123,0,medium,4,13
2,124,1,medium,2,32
0,55,0,medium,3,26
2,12,1,medium,1,0
0,84,0,medium,3,1
0,44,0,medium,3,186
2,45,0,medium,5,154
0,77,0,medium,30,5
0,83,0,medium,2,41
2,158,0,medium,17,3
2,124,0,medium,1,3
2,45,1,low,8,32
2,124,0,high,10,6
0,3,0,medium,5,39
2,107,1,medium,2,25
0,44,1,low,1,190
0,17,0,medium,4,16
2,123,0,high,4,6
0,199,0,high,30,47
2,124,0,high,7,2
0,193,1,medium,3,61
2,211,0,low,5,5
0,83,1,low,1,33
2,99,0,medium,5,2
2,46,0,high,4,13
2,82,1,low,2,36
3,151,0,medium,14,0
3,5,1,low,3,89
3,5,1,low,3,125
2,124,1,low,5,5
2,124,0,medium,4,1
0,16,0,high,7,3
0,44,1,low,1,1
3,137,1,low,3,12
0,122,0,medium,45,16
2,124,0,medium,30,19
0,190,1,low,4,150
2,124,1,low,10,15
2,211,0,high,5,2
0,208,0,high,3,3
0,44,0,medium,7,8
2,46,0,medium,5,42
0,114,0,high,7,7
2,12,1,low,4,1
2,12,0,high,3,1
2,74,1,low,1,61
2,107,0,medium,3,76
0,208,0,low,2,52
2,45,1,low,8,37
2,107,0,medium,30,36
0,3,0,high,4,92
0,84,1,low,10,64
0,16,0,medium,5,23
2,116,1,low,2,2
0,114,0,high,7,38
0,44,0,medium,3,205
3,59,0,low,2,108
2,116,0,low,7,4
0,83,0,medium,30,13
2,123,1,medium,1,73
0,56,0,high,2,70
0,44,1,low,7,0
0,77,0,medium,5,29
3,128,1,low,2,17
0,84,0,medium,6,23
0,44,1,low,2,67
0,44,1,low,2,48
0,190,2,low,2,107
0,44,1,low,2,33
2,211,0,medium,3,124
0,44,1,low,2,36
2,12,1,low,2,38
0,16,0,medium,2,6
2,211,1,low,2,89
2,82,0,high,30,1
2,82,1,medium,1,4
2,82,0,low,7,10
2,177,0,medium,7,41
2,123,1,low,2,24
0,208,1,medium,2,251
0,44,1,low,4,41
0,44,1,low,5,29
0,3,1,low,1,322
2,116,1,low,1,18
2,124,1,low,1,8
2,107,0,medium,5,22
0,84,0,medium,1,225
0,56,1,medium,21,79
2,13,0,medium,8,7
4,61,1,low,1,20
0,44,1,low,4,18
2,123,1,medium,2,37
2,12,1,low,3,36
2,158,0,high,4,0
0,208,1,low,180,2
2,211,1,low,3,126
2,166,1,low,1,84
0,55,0,medium,3,26
2,12,1,low,1,37
2,211,0,high,2,267
2,158,0,medium,3,11
0,83,0,medium,5,47
2,197,1,low,7,1
0,16,1,low,1,137
0,17,0,medium,10,9
2,116,1,medium,1,0
0,84,0,high,4,1
0,17,0,medium,7,23
0,83,1,low,15,4
2,82,1,low,11,11
0,3,1,low,2,540
2,124,0,high,5,0
0,208,0,high,7,26
3,34,0,high,2,47
0,84,0,high,2,0
0,206,0,high,3,5
0,16,0,medium,5,4
2,12,0,low,5,224
3,151,1,low,2,26
2,18,0,medium,10,8
2,124,0,high,2,11
2,158,0,low,7,6
0,218,0,high,5,15
0,16,1,low,7,0
2,158,1,low,2,24
0,114,0,high,7,7
0,56,0,high,3,17
0,16,0,high,2,66
2,158,0,low,14,13
2,116,0,low,15,22
0,208,1,high,10,30
0,208,1,medium,3,26
0,3,0,medium,3,50
0,193,0,medium,4,14
2,124,1,low,4,80
0,17,0,medium,7,1
0,122,0,medium,1,33
3,42,0,medium,30,15
0,83,0,low,60,22
3,128,1,low,3,8
0,44,1,low,1,4
2,116,0,high,1,34
2,79,0,medium,1,219
0,114,0,high,7,0
0,3,0,high,6,23
2,211,1,low,1,8
2,166,0,medium,2,11
0,3,0,medium,2,220
2,124,0,medium,3,8
2,124,1,low,18,5
2,12,1,low,2,2
2,116,1,low,30,51
0,3,1,low,1,7
0,17,0,high,30,93
0,17,1,medium,2,220
2,116,0,medium,5,6
2,12,0,medium,5,15
2,74,0,medium,4,20
0,16,0,medium,1,0
0,84,0,medium,1,187
3,128,1,low,2,17
2,166,1,low,3,46
3,128,1,low,2,39
0,44,1,low,2,15
2,158,0,medium,5,145
0,53,0,low,4,16
2,123,0,medium,7,52
2,99,0,high,2,82
0,114,0,high,2,97
2,124,1,low,2,35
0,84,0,medium,31,8
2,124,0,medium,3,166
2,124,0,low,30,0
2,116,0,high,3,38
0,56,0,medium,30,17
2,124,0,medium,5,26
0,83,2,medium,1,31
0,84,0,medium,1,15
0,83,0,low,3,106
2,123,0,medium,2,37
2,13,2,low,2,155
0,56,0,medium,2,12
3,42,0,low,30,0
0,121,1,medium,4,8
2,79,0,low,5,3
0,44,1,low,2,45
0,16,1,low,5,8
0,3,1,low,15,25
0,17,1,low,1,100
0,44,0,medium,1,64
2,79,1,low,1,8
0,122,0,medium,7,33
2,107,1,low,2,11
0,190,1,low,1,4
2,124,0,high,3,31
0,208,0,high,2,82
1,149,1,low,2,291
2,13,0,high,2,22
0,190,1,medium,1,58
0,190,0,medium,2,71
2,45,0,medium,29,86
2,211,0,medium,1,315
0,83,1,medium,2,3
0,17,1,medium,4,77
2,18,1,low,5,43
0,44,1,low,7,35
0,44,1,low,3,68
2,82,1,low,31,10
2,12,1,low,3,132
2,123,0,high,30,1
2,12,1,low,3,116
2,124,1,low,10,7
0,44,1,low,2,2
2,211,0,medium,4,8
2,76,0,medium,4,6
0,190,1,medium,30,0
0,16,1,high,1,0
2,79,0,medium,2,20
2,123,0,medium,4,125
2,116,1,low,2,22
2,74,0,low,3,154
2,12,0,medium,3,7
0,114,0,medium,3,71
0,187,0,medium,30,5
2,12,1,low,3,112
2,124,0,low,3,36
2,124,0,high,4,4
0,44,0,medium,2,21
2,166,1,low,1,109
2,124,1,low,2,37
2,166,0,medium,6,78
0,122,1,medium,3,213
2,12,2,low,3,15
2,211,1,low,2,102
2,99,0,medium,3,93
0,17,0,high,4,28
3,128,1,low,1,116
3,128,0,low,1,313
2,124,0,medium,3,156
2,116,0,medium,3,106
0,69,0,high,5,1
2,82,0,medium,2,27
0,190,1,low,2,53
3,165,1,low,2,0
2,123,0,high,2,8
2,211,0,medium,6,10
0,44,1,low,1,594
0,114,0,medium,3,9
2,12,0,medium,2,163
0,16,0,high,30,15
0,118,0,medium,25,49
2,12,0,medium,2,147
2,124,1,low,3,78
3,42,1,low,1,71
0,44,0,medium,180,0
0,44,0,medium,5,86
0,114,0,medium,3,90
3,8,0,low,3,104
2,12,2,medium,3,28
2,211,0,high,3,0
2,109,0,high,4,2
0,44,1,low,1,597
0,44,1,low,1,607
2,211,0,medium,4,37
2,82,0,medium,5,152
2,79,1,low,3,66
0,17,0,medium,7,28
0,187,1,medium,2,233
2,82,1,low,2,30
0,190,1,medium,30,0
0,16,0,medium,3,2
2,107,0,high,3,26
0,111,1,medium,3,24
0,16,0,medium,2,157
2,12,1,low,3,4
2,109,0,medium,3,136
0,16,1,medium,3,5
0,56,0,high,1,3
0,208,0,high,3,48
2,124,1,low,1,103
2,158,1,low,7,73
2,107,1,low,2,163
0,208,1,medium,2,153
0,122,0,high,2,287
2,99,0,medium,6,1
2,12,0,medium,7,28
0,83,1,low,1,120
2,12,0,high,3,68
2,124,0,high,4,22
0,17,0,medium,28,28
0,17,0,high,6,22
3,8,0,low,1,78
2,12,1,low,5,69
2,12,2,low,5,91
0,16,0,medium,29,12
0,122,0,medium,3,25
0,208,0,medium,30,4
0,16,0,high,7,92
0,193,0,medium,7,13
3,151,1,high,1,30
2,211,1,low,2,38
3,128,1,low,1,75
0,84,0,high,3,20
2,6,1,low,3,13
2,116,1,low,5,0
0,69,1,medium,30,116
2,203,1,medium,20,35
2,45,0,medium,29,55
0,122,1,low,2,100
0,44,1,low,14,17
2,116,0,medium,2,20
2,124,1,low,1,94
0,44,0,medium,30,81
2,12,1,low,1,32
2,123,0,low,7,15
2,18,1,low,5,39
2,123,0,medium,2,42
0,122,0,medium,3,209
2,123,0,medium,1,67
0,114,0,high,4,45
0,44,0,high,3,1
2,166,0,medium,5,117
2,203,0,medium,14,14
0,16,1,medium,1,414
0,84,1,low,20,11
2,124,1,low,40,16
2,13,0,high,30,30
3,54,0,medium,2,74
0,78,0,high,3,73
0,190,0,medium,7,50
0,114,0,high,2,56
0,78,0,high,5,7
2,158,1,low,7,13
2,203,0,medium,2,236
0,17,0,medium,1,129
2,166,1,low,5,114
1,63,0,low,3,67
2,124,0,medium,7,5
0,193,0,low,59,51
2,124,1,medium,6,15
0,78,0,medium,10,10
2,12,1,low,1,21
2,116,1,low,2,324
2,176,0,medium,28,14
0,16,1,low,3,51
2,158,1,low,2,35
2,124,0,medium,2,11
0,44,1,medium,2,53
0,17,0,medium,3,159
2,124,1,low,2,7
2,135,0,medium,30,48
3,152,0,low,3,158
0,44,0,medium,185,0
0,16,0,medium,4,65
2,116,1,low,1,18
0,16,1,low,5,395
2,135,0,high,1,11
2,26,0,medium,4,33
0,16,0,high,10,35
0,17,0,medium,2,61
0,114,0,high,3,10
3,42,0,low,2,260
3,42,1,low,2,183
0,16,0,medium,2,54
0,44,0,low,3,37
0,114,0,medium,4,1
0,187,0,medium,1,0
2,45,0,medium,9,3
0,44,0,medium,30,190
2,176,0,low,30,25
2,135,0,medium,180,0
0,190,0,medium,3,281
3,42,1,low,4,70
2,110,0,high,5,12
3,128,0,medium,3,96
2,158,0,high,5,6
0,44,0,medium,5,25
0,218,1,high,3,3
0,190,1,low,2,57
0,16,1,high,3,182
0,66,0,medium,3,17
2,107,0,medium,365,1
0,44,0,low,3,185
0,17,0,medium,30,8
0,17,0,medium,30,13
0,17,0,medium,30,4
0,114,0,high,3,28
2,45,0,high,4,81
0,17,0,low,30,1
0,56,0,high,11,14
0,84,1,low,7,1
2,12,0,medium,3,200
3,42,1,low,4,19
0,78,0,medium,20,33
0,206,0,high,1,447
0,17,0,high,7,2
0,114,0,high,3,108
2,123,0,medium,28,1
2,116,1,low,3,92
0,190,2,low,2,117
0,84,0,medium,2,66
0,17,1,medium,7,70
2,109,0,medium,7,98
0,44,2,low,1,43
0,44,1,low,10,45
2,99,0,high,3,41
2,124,0,low,15,10
3,42,0,medium,1,58
2,166,0,high,2,48
2,107,0,high,7,8
3,42,2,low,1,127
2,211,0,high,7,10
0,122,0,high,1,0
2,211,0,high,6,5
2,166,1,low,5,8
2,82,0,high,30,71
2,124,0,medium,5,7
2,12,1,low,28,1
2,123,0,low,3,10
2,123,1,low,3,10
0,3,1,medium,3,49
2,158,1,low,3,138
0,44,1,low,3,163
2,124,1,low,2,0
0,84,0,medium,45,20
3,162,1,low,2,132
3,151,1,low,7,12
0,16,0,medium,60,11
2,107,0,medium,2,45
1,174,1,low,2,11
0,16,0,high,5,47
0,16,1,low,5,66
0,16,1,low,5,35
2,12,0,medium,5,12
2,116,1,low,2,65
2,124,0,high,2,39
2,18,1,low,2,45
0,208,0,high,7,0
0,44,0,medium,7,5
2,166,0,medium,2,38
2,12,0,medium,2,17
3,42,1,low,4,70
0,84,0,medium,3,226
2,124,1,low,5,8
2,124,0,low,3,166
0,218,0,high,360,1
0,206,0,high,1,25
2,12,0,medium,30,52
0,208,0,high,6,127
0,44,1,low,2,18
2,12,0,low,2,210
3,128,1,low,1,281
0,208,0,medium,5,70
0,44,0,medium,4,128
2,79,1,low,3,58
2,124,1,low,3,179
2,124,0,medium,3,173
3,205,1,high,1,16
2,12,0,medium,30,26
